orchid_id,genus,scientific_name,common_name,growth_type,growth_habit,root_type,native_habitat,sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,lip_length_cm,lip_width_cm,pseudobulb_height_cm,leaf_length_cm,leaf_width_cm,flower_count,fragrance_intensity,bloom_duration_days,color_pattern,leaf_pattern,leaf_type
16,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.634226975281994,2.305854580868359,5.165499311509057,5.188795140004105,2.892914365185777,4.311756114224708,7.800580799312081,16.56507935026332,5.780055537270629,4,5.485340062909154,16.8658343583279,yellow_purple_spots,,
17,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.136457471923051,2.4741998261970912,7.429549680392793,4.543743315622607,3.179885930673914,4.6305180203386,12.082283312741158,24.13595000658301,4.307479261567299,1,7.016421693652962,10.684542766729734,pink_white_lip,,
18,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.330650865304077,1.7997258726548897,3.60929185609365,2.927106812974847,2.3938863464127387,3.2781526760350266,12.712735767357612,15.369618422927267,4.490810591887694,5,6.643256913477834,21.098536213717345,green_brown_spots,,
19,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.829227811368767,1.78214239318146,1.8793663299654637,2.090244943466284,2.698972739442736,2.10088672721406,10.438340347076943,8.224646555098419,2.9799777566515084,6,8.643814635014701,15.59717908672041,pink_purple_yellow,,
20,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.319826498272964,3.1349010424950094,5.853217762824416,4.579462141675874,6.329704539616837,6.527415134530816,13.301174904927233,36.17847021074696,3.6527034205252478,6,8.83719024128204,12.131901440538218,pink_purple_lip,,
21,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.775126649785635,2.6027996261364668,4.687444670139052,4.224801048510512,4.714209291579029,3.7149632833175423,15.318879651213102,20.898468131418774,5.150289695071168,2,7.3333319154625025,18.989174420493047,white_pink_lip,,
22,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.8662221592600785,2.391639362414341,4.882129168316148,4.138832447894212,3.7450571666985017,4.128258428702023,10.954079838428486,16.37281142773656,5.079021481589752,10,7.953832893483819,11.609570836896946,purple_lavender_spots,,
23,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.248497982496359,2.3785471076310745,4.009067590059916,4.036954910274185,3.296991309250149,2.892905693606134,13.69527718375017,19.270819428870276,4.436883871936509,4,7.868187365749275,16.925359200253254,yellow_brown_spots,,
24,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7264713092489306,1.7523508409622466,3.9071684950082037,3.0651725817102498,3.2181377235980126,2.871111841773428,10.036111865282207,15.883893027547913,3.4451397772402093,4,5.627873487754014,8.777608676870335,green_brown_granular,,
25,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.697089045123295,2.514621139315261,6.048726052478403,5.085213730169731,6.100361736241414,4.672049176029258,15.133443272340589,17.28785904973852,5.183338177606849,1,7.367012041619792,14.542276451961829,purple_white_lip,,
26,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.1854315507320194,2.2478059451401218,4.253323803679046,2.521756011011167,3.0779315432411303,3.062719505347533,9.461120554300562,12.495027460652862,4.488453014450926,2,9.57890191018205,10.108701155877142,pink_purple_lip,,
27,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.465456778540322,2.421868005514978,4.197640458874139,4.129983503243465,4.520246929048039,4.408043895121907,9.922670160926224,18.82418920473953,2.937720432742111,2,9.040807693097001,17.09780121205393,pink_spotted_lip,,
28,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.5329080725027886,1.7349173931743125,5.389981167044241,4.142808506196072,4.879366674009248,4.345177809917679,17.37764173883185,21.370996108785917,4.680930500451783,2,6.6674999915745685,14.871115244051156,yellow_purple_spots,,
29,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.336382019538546,2.2513270657166706,5.806829978703059,4.03951054521787,5.020508126309926,4.695106124479463,6.352753275789652,16.244177816008996,4.991371335911144,9,7.1112240667237225,9.797138711852217,pink_white_lip,,
30,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.4288102574893533,1.9360886895135696,4.108663300435249,3.0846459512355557,2.6376789540810655,2.286354331705751,12.738656690366572,15.230173437136733,3.050908078066068,9,8.62918583038051,21.511300673920456,green_brown_spots,,
31,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.0265398692912613,1.6973074084126802,2.634563448117216,3.0777355167927243,3.154425424098461,2.5451688715832588,7.860241954512161,6.372835429673976,2.9566427519786256,6,9.96789020495055,14.15584468034674,pink_purple_yellow,,
32,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,4.468245443043994,3.096900430163064,6.562807394377019,5.2858743793586145,4.647043391603201,4.98937982410369,18.18372465002848,19.68361528527973,6.336440602415623,5,7.863690857953071,11.621381503212968,pink_purple_lip,,
33,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.835781784027265,2.38590307103225,4.712445486256972,3.2010610537055757,5.678835079749834,4.22468448638021,10.84076857762076,20.534521651863464,4.410137560247336,3,5.802254720840199,13.810880654649914,white_pink_lip,,
34,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7631675885258256,3.3496566973602384,4.582493014767964,3.186737908655728,2.7847219662548124,4.310841255427297,8.832573216349338,17.308758126357738,4.974898525043537,7,6.594797962060463,8.755355989156815,purple_lavender_spots,,
35,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.043570817536283,2.4644919270848353,4.49521641521003,3.7919776555560105,3.838684153823809,3.069357899335868,14.607810193174144,18.386185152896307,3.2739276919714806,8,6.4764242472578655,12.048072292634519,yellow_brown_spots,,
36,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.5564373081176517,1.8222818227283393,3.58160553819211,2.919408651177931,3.084524941794481,3.3081827303119358,9.389476159211899,14.335366250027489,3.1647054365708813,9,9.199518210582525,10.714795252816542,green_brown_granular,,
37,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.8048100977112975,2.1991813105485063,6.023805879829367,2.5554270933241794,5.178966506139901,4.554626880542546,9.864983133905028,25.929134309977446,4.174772444269106,3,8.201613998554892,10.279173269432095,purple_white_lip,,
38,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.607722227885087,2.4018878427643324,3.853864878286111,3.4342768448260568,2.935146572671191,3.4119216711661133,11.52729410338159,5.379395399643591,3.2421733211706663,1,9.335783427512299,10.1787878382913,pink_purple_lip,,
39,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.392826447627249,2.7740402285225603,4.416104356444081,3.2568647301064906,3.4432903683654503,3.794164259230321,9.403803723374152,14.679017532587702,4.5347865223710215,4,9.341905112496718,13.249632196776465,pink_spotted_lip,,
40,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.71073670321361,2.2294347918063844,3.3157360738992887,4.430955824402999,3.609518526428171,2.9518488379538836,12.849765597796186,17.519367469276308,5.540794478170506,4,7.097349884217039,18.275746697878567,yellow_purple_spots,,
41,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,4.400154629004239,2.599813563416223,5.958440304702496,4.973128938662207,5.572737606367672,4.5574384098069585,12.640335923452326,22.117192514056875,4.008609562706529,2,5.892797697182569,17.52931393737887,pink_white_lip,,
42,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.701017240023461,1.7957419798681133,4.297483210751161,3.3147899855398375,2.97768122087718,2.7290368230202096,8.528914721301888,17.18793598801762,4.084134468512074,6,6.12412898680364,21.342261593399616,green_brown_spots,,
43,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.843662663019569,1.1025841015642797,3.590265420902716,3.5574286333594203,2.718861512131939,2.6187661739801036,10.707894513364941,13.275686547654471,3.3084305184914693,4,8.98632833184482,15.551650055715472,pink_purple_yellow,,
44,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.880076354063759,3.0548861679718953,6.902965940854807,6.27708377121624,6.219162133686234,4.5707218563169025,17.939716396855516,30.7620819827468,5.158919338445703,1,7.285474749687799,9.035429984402692,pink_purple_lip,,
45,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,5.393902350377149,2.8293271868753616,4.197027370181262,3.152460613968192,4.298529180425923,5.368315067702575,12.073144216181907,13.837742482839385,4.303405548731244,4,5.709097574454193,23.39582437978138,white_pink_lip,,
46,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.175939017728655,2.2924445237780677,4.025431863880831,4.786679901624931,4.135531060408693,3.8083575751477676,11.434862264802991,17.95272209091785,4.084511670460846,6,7.143031895610803,16.511978965748064,purple_lavender_spots,,
47,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.874515095803494,2.5274520555767386,5.247651115498577,2.37064390703674,3.6286562029598253,3.3142795670021044,7.2812207632054475,13.777641593431937,3.22259690817392,4,9.778859753820159,16.165016192129706,yellow_brown_spots,,
48,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.235474114391385,1.8426439201160678,4.393624736736751,2.411148876443222,3.856499215086194,3.103869840736746,8.675394223390885,17.37507189825117,4.110984318040227,7,5.2953312418974,18.294060802788156,green_brown_granular,,
49,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.3309491383356145,2.2734778363780617,6.852613206625728,3.148135771837071,6.029446098501166,3.6695805237265775,19.563431577853553,11.684587102203881,3.6218775253744036,3,6.9826166475616365,11.924730595150303,purple_white_lip,,
50,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.351650941008261,2.134268294598612,4.290181056877127,2.9545551151144576,3.4715271881394663,3.3231207075568236,4.908646375421086,8.525080818104005,4.3202848658159,1,8.16924209619414,10.201634844508105,pink_purple_lip,,
51,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.1222442084142035,2.46555909659285,5.903901831947968,3.558795789896525,3.518511367883039,3.763468706315895,14.251333612914692,20.725582832835645,3.2969936867493033,4,8.712355667498787,12.955960741109484,pink_spotted_lip,,
52,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.938990854027404,1.9262540131364618,5.564817607892788,2.8855908549637816,3.6410926668080625,4.704787151820081,10.060288854520769,20.853264532726868,3.2217836538821816,5,5.763851912772006,16.488039258581445,yellow_purple_spots,,
53,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,7.148067630615035,2.751970050137675,6.534345993657109,3.6077765024118786,4.77200920760243,5.739560444944857,12.193705415079144,28.45601851098618,5.807751935455475,4,6.300053158569172,10.818588472525395,pink_white_lip,,
54,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.3762406822242474,1.877669971269986,4.172403258530407,2.8710804003733013,2.5323278206449498,3.0520791404023853,11.204347214152794,15.935350388586222,4.148468435332773,5,7.355120995813225,18.535390616984,green_brown_spots,,
55,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.3786558926068344,1.7360182872102625,4.064534718767572,2.467833690516403,2.6138199270383784,2.954606965027622,4.970712139743972,13.052583358793363,2.678757562886431,2,9.905719512161982,16.237711189932366,pink_purple_yellow,,
56,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,4.256252322948674,2.774707579221572,7.1391913183578986,5.1074355169196215,6.026425764316173,3.8854827857170284,20.959114535606034,28.938337910047775,5.85171893443612,6,9.603793012177196,14.941585890410403,pink_purple_lip,,
57,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,3.890907804920063,2.096560400002341,4.489158560840292,4.196828970990176,4.319783707146823,3.636649158337773,9.982875499366212,15.601443364470072,2.9530573591139517,4,4.026687503036526,15.33710778741354,white_pink_lip,,
58,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.004649094189523,3.323889102162475,4.335272160517334,4.083551457191818,5.072665134672629,2.858023797405594,11.699700002998634,15.233372126548748,3.7208604827525313,10,8.614269106786464,15.145592815522802,purple_lavender_spots,,
59,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.371809294767609,2.0870342046933206,4.076873558202132,2.9185519748294215,4.978688182516354,3.968919150783322,8.699724803541654,17.076442396029993,3.746225482430446,8,7.792460639465694,8.754359045127421,yellow_brown_spots,,
60,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.1713298497855775,2.265230250967754,3.5295897251568036,2.563636480780858,3.4958609627249753,3.4779044123386162,7.166181049164988,3.9614117479677304,3.190843730499542,11,9.030723271796045,14.521822093321893,green_brown_granular,,
61,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,5.946672282712408,3.067718236178269,6.905727192830022,4.589225932553786,5.383017343778202,4.917370949146658,19.42278138277925,18.178708779261267,5.531805977985611,3,7.2099917815089585,13.6355053917521,purple_white_lip,,
62,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.055303470175347,2.1073926295285754,4.253973688876074,3.40132170763106,2.8248757940285874,3.798053498206965,8.94862389129987,13.046425530745822,3.5190341698674414,3,9.68631720777323,10.373218246312716,pink_purple_lip,,
63,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.8321398312696826,2.358226997869492,5.25154222490184,2.68674235029447,3.8797818044881254,3.1499395925304134,13.187616572312105,10.82580190469192,3.652862522182729,2,8.552654250077424,18.69657208770302,pink_spotted_lip,,
64,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.753974817248908,2.2779201893227206,6.604925655552472,2.9311916597502536,2.6608358303659427,4.164008670032,11.243631904506906,14.312945449764076,5.437520802569418,3,6.399656998779982,11.412165485066243,yellow_purple_spots,,
65,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.008327759753625,3.1166337511517876,4.3954661971712286,5.262095867413769,5.518310831008273,4.355402982098069,11.925209822684028,17.288955134993106,5.174206213800155,5,6.832955835631436,14.028176039133113,pink_white_lip,,
66,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.728376609576892,2.070930184069661,4.068625136010389,3.0570891039470176,3.8645762650662157,2.978608467880588,11.43070864245358,13.921819347709597,4.364070329269683,2,4.514854626087388,25.20376173164326,green_brown_spots,,
67,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.1839368197422626,1.3707674693645857,3.5640522074553944,2.227579337010048,3.1362574195954895,2.3389504082790435,6.696869820213396,7.076148172636174,2.9738468403754617,6,5.833732740708148,12.099071570612361,pink_purple_yellow,,
68,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.761830915086416,3.098198730454716,5.157471779726712,5.552378811237006,6.501889832460537,4.9011322435533025,18.612920523777028,26.36275232053252,3.5540916447332798,2,7.298055988126102,13.156699121342136,pink_purple_lip,,
69,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,5.978611916109713,3.056337144506804,4.700174707152042,4.086291390678079,5.339613261951602,4.847243578038938,12.966965035776488,17.17694656694826,5.058578650890872,5,6.908273693759149,16.458133464861856,white_pink_lip,,
70,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.0700872825992995,2.3208187493726675,5.72209475871183,3.700671813512395,5.409504214506252,3.578287029906662,12.052283369445012,13.280010261893398,3.7765614099630245,12,9.027464543030534,11.667799712757912,purple_lavender_spots,,
71,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.666439542164311,2.4619475645857447,3.381401083014543,2.8393597015857712,3.019096569302264,4.500868551265068,10.536520186406685,22.73290224538325,2.8569334036206118,10,5.826293678267506,14.971400382817835,yellow_brown_spots,,
72,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.6542550105032547,1.5048526369886714,4.069746288967107,2.8373078407109897,4.03120075493756,2.306229423074319,10.017439623480342,11.402182246061704,4.0234563395368825,7,7.729619131681224,14.431122481669364,green_brown_granular,,
73,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,5.253775323742179,2.0868031103245723,6.597013455557712,3.9037460501032126,4.410392670938174,4.4575078712272695,20.45265926722009,26.181064362144767,4.886213079032927,1,7.276113443522357,13.694158019970068,purple_white_lip,,
74,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.41125045744344,2.4643527855916045,4.146286433851257,3.2450622489004677,4.1493692519718985,3.078676615225621,9.29742499257426,11.384733816896976,3.414336319874201,1,9.782103634909584,10.103891771614599,pink_purple_lip,,
75,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.539584046329347,2.275785025967425,4.5550446332212635,2.200899657733946,4.349796604821488,3.6732442379489965,12.69502527464913,6.431982789780193,5.770699763824582,2,7.932492446213791,17.32454845021255,pink_spotted_lip,,
76,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.072065851012129,2.7451095620250276,4.2572675494610746,3.4257386235825167,5.53982194770675,3.785590559541992,13.474041906857142,22.067277695823893,5.246113699175344,7,7.155618782310287,17.79691373967898,yellow_purple_spots,,
77,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,4.238671593457867,3.1342039804711823,4.5193662115348125,5.241788096597309,4.182697342066497,4.707639823773323,17.416456234489658,19.164289804409975,5.4406000190998585,4,9.496290478704083,16.140760382950035,pink_white_lip,,
78,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7849751526706914,2.116439882135522,4.181238159328938,3.3159026113501495,3.0693000375224386,2.94819998351572,7.434049033803108,10.238129991347233,2.5137555706471657,5,8.919828804259101,22.03926835737054,green_brown_spots,,
79,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.9247398619289107,2.4757307416032925,3.990882743495797,2.370067446596551,1.8002377140505705,3.516377029036297,4.9987695598255275,7.686503132607771,3.7112852160048204,6,11.1837276469732,17.276785769360295,pink_purple_yellow,,
80,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,6.0249531391755005,3.152100551975938,6.14366618489043,3.9722247877933268,5.57545993850658,3.5763388672241527,18.08697356746205,20.258185353530322,4.5860517510626515,6,7.321015127754029,13.326100550008926,pink_purple_lip,,
81,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,5.230031259414732,2.4126622180545456,5.173762854302171,3.1329872525408975,4.139179413629272,4.4238473538997765,8.339617546111327,21.417851478045556,4.484289760858655,3,7.194481917950866,17.887845332986437,white_pink_lip,,
82,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.583529245186942,2.8824613582682366,5.0687800867828035,3.3580290945587326,4.340715329796134,4.099782260675574,7.999785017987627,21.567794967402115,3.9592767845109127,10,10.611773880789105,8.286537167738652,purple_lavender_spots,,
83,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.462181373626455,1.9795268756566604,4.287535415131208,3.3814151334980704,4.4122922188130715,4.311698281149523,6.9576300999342,17.437129285275617,5.021645522368465,10,3.9349714041047013,14.908056046987957,yellow_brown_spots,,
84,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.532925825155951,1.5130862319602763,4.438007277503014,2.459688286865326,3.144350687619731,2.9653743681749125,9.065422503466671,12.671070568932326,3.8234211396946116,8,8.842496851165311,18.839628512544294,green_brown_granular,,
85,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,5.017651006642894,3.2907335368875046,5.877146975034792,3.791467630776551,4.8065153279536075,5.30353086790943,11.997643262760562,22.490128845281735,6.625118522845685,5,7.3398294106929445,9.815374470654842,purple_white_lip,,
86,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.6417957751525987,2.463929309993755,4.285030148183943,4.027731815992678,3.6966589196971857,3.276819646596013,7.850855425174747,12.673914533390391,3.6932711145336192,3,8.343524529411518,8.220507796426862,pink_purple_lip,,
87,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.677427375085286,2.2283357756400206,4.561030482944501,3.5540445609283386,3.2911407803964607,2.699490351149124,15.589357908016975,12.079350333912224,4.7690589783964406,4,8.137520252698408,12.684238381228113,pink_spotted_lip,,
88,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.616411923065752,2.7273764025024616,5.579675290625195,3.4957261639660455,4.034551684037703,3.187252314814761,11.705650224150757,14.250038742939182,5.981761664029843,7,9.302373588231164,18.231241225407448,yellow_purple_spots,,
